2020-03-13,3,Bursa Malaysia Construction  Stocks,5070WA,PRTASCO-WA,0.040,0.040,0.040,0.000,0.00,2,263
2020-03-13,3,Bursa Malaysia Construction  Stocks,9598,PTARAS,2.940,3.000,2.770,-0.170,-5.78,761
2020-03-13,3,Bursa Malaysia Construction  Stocks,6807,PUNCAK,0.210,0.195,0.190,-0.020,-9.52,6,410
2020-03-13,3,Bursa Malaysia Construction  Stocks,0109,SCBUILD,0.025,0.020,0.025,0.000,0.00,1,351
2020-03-13,3,Bursa Malaysia Construction  Stocks,5205,SENDAI,0.280,0.280,0.260,-0.020,-7.14,11,000
2020-03-13,3,Bursa Malaysia Construction  Stocks,5006,STELLA,0.825,0.900,0.900,+0.075,+9.09,10
2020-03-13,3,Bursa Malaysia Construction  Stocks,5263,SUNCON,1.850,1.810,1.830,-0.020,-1.08,15,550
2020-03-13,3,Bursa Malaysia Construction  Stocks,5263CY,SUNCON-CY,0.005,0.000,0.000,0.000,0.00,0
2020-03-13,3,Bursa Malaysia Construction  Stocks,5263CZ,SUNCON-CZ,0.150,0.000,0.000,0.000,0.00,0
2020-03-13,3,Bursa Malaysia Construction  Stocks,9717,SYCAL,0.200,0.190,0.200,0.000,0.00,1,660
2020-03-13,3,Bursa Malaysia Construction  Stocks,5054,TRC,0.355,0.335,0.350,-0.005,-1.41,11,700
2020-03-13,3,Bursa Malaysia Construction  Stocks,5042,TSRCAP,0.280,0.000,0.000,0.000,0.00,0
2020-03-13,3,Bursa Malaysia Construction  Stocks,5042WB,TSRCAP-WB,0.005,0.025,0.010,+0.005,+100.00,556
2020-03-13,3,Bursa Malaysia Construction  Stocks,03017,UNIWALL,1.350,0.000,0.000,0.000,0.00,0
2020-03-13,3,Bursa Malaysia Construction  Stocks,7070,VIZIONE,0.615,0.590,0.490,-0.125,-20.33,21,669
2020-03-13,3,Bursa Malaysia Construction  Stocks,7070LA,VIZIONE-LA,0.070,0.000,0.000,0.000,0.00,0
2020-03-13,3,Bursa Malaysia Construction  Stocks,7070WC,VIZIONE-WC,0.215,0.190,0.110,-0.105,-48.84,2,071
2020-03-13,3,Bursa Malaysia Construction  Stocks,3565,WCEHB,0.260,0.250,0.245,-0.015,-5.77,24,859
2020-03-13,3,Bursa Malaysia Construction  Stocks,3565PA,WCEHB-PA,0.220,0.205,0.230,+0.010,+4.55,3,170
2020-03-13,3,Bursa Malaysia Construction  Stocks,3565WF,WCEHB-WF,0.165,0.155,0.160,-0.005,-3.03,4,350
2020-03-13,3,Bursa Malaysia Construction  Stocks,9679,WCT,0.540,0.540,0.505,-0.035,-6.48,44,160
2020-03-13,3,Bursa Malaysia Construction  Stocks,967918,WCT-C18,0.005,0.000,0.000,0.000,0.00,0
2020-03-13,3,Bursa Malaysia Construction  Stocks,967920,WCT-C20,0.065,0.000,0.000,0.000,0.00,0
2020-03-13,3,Bursa Malaysia Construction  Stocks,967921,WCT-C21,0.005,0.000,0.000,0.000,0.00,0
2020-03-13,3,Bursa Malaysia Construction  Stocks,9679WE,WCT-WE,0.005,0.005,0.005,0.000,0.00,6,000
2020-03-13,3,Bursa Malaysia Construction  Stocks,0162,WIDAD,0.460,0.460,0.440,-0.020,-4.35,108,114
2020-03-13,3,Bursa Malaysia Construction  Stocks,7028,ZECON,0.450,0.420,0.420,-0.030,-6.67,1
2020-03-13,3,Bursa Malaysia Construction  Stocks,2283,ZELAN,0.060,0.050,0.050,-0.010,-16.67,12,369
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,0012,3A,0.765,0.760,0.740,-0.025,-3.27,3,067
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,5238,AAX,0.080,0.080,0.070,-0.010,-12.50,225,879
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,5238WA,AAX-WA,0.005,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7120,ACOSTEC,0.320,0.310,0.295,-0.025,-7.81,2,773
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,6599,AEON,1.180,1.180,1.070,-0.110,-9.32,18,843
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,6599CR,AEON-CR,0.005,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,6599CT,AEON-CT,0.060,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,6599CU,AEON-CU,0.045,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,6599CV,AEON-CV,0.010,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,6599CW,AEON-CW,0.020,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,6599CX,AEON-CX,0.035,0.010,0.010,-0.025,-71.43,525
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7315,AHB,0.070,0.060,0.060,-0.010,-14.29,2,000
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,5099,AIRASIA,0.970,0.950,0.890,-0.080,-8.25,305,518
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,2658,AJI,14.200,14.000,14.000,-0.200,-1.41,310
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,6351,AMWAY,5.250,5.470,5.210,-0.040,-0.76,295
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,5194,APFT,0.005,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,6432,APOLLO,3.550,3.400,3.360,-0.190,-5.35,44
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,1481,ASB,0.110,0.105,0.100,-0.010,-9.09,101,529
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7722,ASIABRN,0.440,0.435,0.440,0.000,0.00,350
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7129,ASIAFLE,1.800,1.760,1.760,-0.040,-2.22,170
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,03032,ASTRA,0.360,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7048,ATLAN,4.030,3.830,4.010,-0.020,-0.50,439
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,8885,AVI,0.100,0.100,0.080,-0.020,-20.00,34,665
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,03012,BABA,0.170,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,0098,BAHVEST,0.370,0.375,0.345,-0.025,-6.76,34,036
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,0098WA,BAHVEST-WA,0.235,0.235,0.215,-0.020,-8.51,17,595
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,4162,BAT,11.780,11.660,11.440,-0.340,-2.89,11,006
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,4162CP,BAT-CP,0.005,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,4162CQ,BAT-CQ,0.020,0.010,0.010,-0.010,-50.00,100
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,4162CR,BAT-CR,0.015,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,4162CS,BAT-CS,0.005,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,4162CT,BAT-CT,0.005,0.005,0.005,0.000,0.00,4,000
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,4162CU,BAT-CU,0.030,0.030,0.025,-0.005,-16.67,1,401
